Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Accessory size (product.metafields.shopify.accessory-size),Art movement (product.metafields.shopify.art-movement),Artwork authenticity (product.metafields.shopify.artwork-authenticity),Artwork frame material (product.metafields.shopify.artwork-frame-material),Back type (product.metafields.shopify.back-type),Backrest type (product.metafields.shopify.backrest-type),Barware material (product.metafields.shopify.barware-material),Basket material (product.metafields.shopify.basket-material),Bulb cap type (product.metafields.shopify.bulb-cap-type),Bulb size (product.metafields.shopify.bulb-size),Bulb type (product.metafields.shopify.bulb-type),Coffee/Tea set pieces included (product.metafields.shopify.coffee-tea-set-pieces-included),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Construction (product.metafields.shopify.construction),Decoration material (product.metafields.shopify.decoration-material),Door knob function (product.metafields.shopify.door-knob-function),Door material (product.metafields.shopify.door-material),Door type (product.metafields.shopify.door-type),Drinkware material (product.metafields.shopify.drinkware-material),Embellishment/Trim material (product.metafields.shopify.embellishment-trim-material),Finish (product.metafields.shopify.finish),Flatware material (product.metafields.shopify.flatware-material),Flatware pieces included (product.metafields.shopify.flatware-pieces-included),Food storage material (product.metafields.shopify.food-storage-material),Frame color (product.metafields.shopify.frame-color),Frame design (product.metafields.shopify.frame-design),Frame material (product.metafields.shopify.frame-material),Frame style (product.metafields.shopify.frame-style),Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Handle material (product.metafields.shopify.handle-material),Hardware finish (product.metafields.shopify.hardware-finish),Hardware material (product.metafields.shopify.hardware-material),Hook design (product.metafields.shopify.hook-design),Item style (product.metafields.shopify.item-style),Jar shape (product.metafields.shopify.jar-shape),Kitchen/Dining furniture items included (product.metafields.shopify.kitchen-dining-furniture-items-included),Lampshade shape (product.metafields.shopify.lampshade-shape),Leg color (product.metafields.shopify.leg-color),Leg material (product.metafields.shopify.leg-material),Light temperature (product.metafields.shopify.light-temperature),Lighting options (product.metafields.shopify.lighting-options),Lumber/Wood type (product.metafields.shopify.lumber-wood-type),Material (product.metafields.shopify.material),Mounting hardware (product.metafields.shopify.mounting-hardware),Mounting type (product.metafields.shopify.mounting-type),Occasion (product.metafields.shopify.occasion),Orientation (product.metafields.shopify.orientation),Painting medium (product.metafields.shopify.painting-medium),Personalization options (product.metafields.shopify.personalization-options),Power source (product.metafields.shopify.power-source),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Style (product.metafields.shopify.style),Suitable space (product.metafields.shopify.suitable-space),Switch control type (product.metafields.shopify.switch-control-type),Tabletop color (product.metafields.shopify.tabletop-color),Tabletop material (product.metafields.shopify.tabletop-material),Tabletop shape (product.metafields.shopify.tabletop-shape),Tableware material (product.metafields.shopify.tableware-material),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Toy/Game material (product.metafields.shopify.toy-game-material),Upholstery material (product.metafields.shopify.upholstery-material),Vase shape (product.metafields.shopify.vase-shape),Wood finish (product.metafields.shopify.wood-finish),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
vintage-wooden-nightstand-italy-1950s-mid-century-wooden-bedside-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/12_6b737e9c-8543-41c3-a99f-c6d7d09b0402.jpg?v=1782675425,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-wooden-nightstand-italy-1950s-mid-century-wooden-bedside-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/13_50d2a889-db70-47fa-a784-ac6397fa5666.jpg?v=1782675425,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-wooden-nightstand-italy-1950s-mid-century-wooden-bedside-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/14_10d70425-49e7-4e29-bf8c-a40fcd6a2ace.jpg?v=1782675425,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-wooden-nightstand-italy-1950s-mid-century-wooden-bedside-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/15_b2cd8265-af83-466a-9f3c-d07787344f91.jpg?v=1782675426,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-wooden-nightstand-italy-1950s-mid-century-wooden-bedside-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/16_c6de67d4-22bb-44bd-a35e-3401433129db.jpg?v=1782675425,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-wooden-nightstand-italy-1950s-mid-century-wooden-bedside-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/17.1_a80fef72-8f35-4f25-b289-7936fc4ae787.jpg?v=1782675425,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-wooden-nightstand-italy-1950s-mid-century-wooden-bedside-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/18_dc710681-cacd-4e42-b9f6-2874bd42d701.jpg?v=1782675425,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,"Vintage rattan basket, Italy 1960s","<div id=""content-toggle-product-details-read-more"" class=""wt-content-toggle__body wt-content-toggle__body--truncated wt-content-toggle__body--truncated-02"" aria-hidden=""false"">
<p data-product-details-description-text-content="""" class=""wt-text-body-01 wt-break-word"">Vintage rattan basket, made in Italy in the 1950s. <br><br>The vintage rattan basket is in good vintage condition.<br><br>Dimensions:<br>Width: 66 cm / 26 inches<br>Height: 46 cm / 18 inches<br>Depth: 46 cm / 18 inches<br><br>We offer a secure worldwide shipping. Each of our item is shipped in a personal custom-made wooden box.<br><br>If you have any questions, please contact us. We're always in touch!</p>
</div>",The Old Attic,Home & Garden > Household Supplies > Storage & Organization > Household Storage Baskets,Other,"1970s_italian_design, 50s_furniture, Boho_Chic, boho_style, italian_design, Mid-century_modern, Rattan, rattan_basket, rattan_furniture, rattan_wicker, rustic_boho_decor, Vintage_home_decor, vintage_rattan",true,Title,Default Title,,,,,,,,,14000.0,shopify,1,deny,manual,360.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0984/5289/8133/files/3_d1d70602-21ce-4864-aa52-a66b8ed9feaa.jpg?v=1782583683,1,"",false,,,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/1_fc8a8f8b-d3f0-4003-95aa-cf58e587f422.jpg?v=1782583682,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/5_ef20e003-884d-4872-b2c5-e545cf0d9922.jpg?v=1782583682,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/2_efb36f6a-456f-4696-ab43-ca9965a07b96.jpg?v=1782583682,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/7_2bd79637-e772-481f-b0c6-8ee8b827a907.jpg?v=1782583683,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/4_8ec139d4-6af4-4484-b4dd-411013b30c33.jpg?v=1782583682,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/6_7f804740-89db-42c2-8cde-c28055b76d87.jpg?v=1782583683,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/8_ce4a1a0f-a9f6-4088-9b8e-0f1e36f451f5.jpg?v=1782583682,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/9_63078aa1-7fbf-49a4-9d64-51985b906b1e.jpg?v=1782583683,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/10_df794941-c5a5-48c4-9b7d-7555de54205b.jpg?v=1782583683,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/11_12c52ba3-b8ac-49c1-afbf-2ce46b1a826f.jpg?v=1782583682,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/12_4ac08f36-3306-4c95-965a-9e6da5afd61a.jpg?v=1782583683,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/13_003f1752-fe68-4699-88ed-9a3c5e1c2151.jpg?v=1782583682,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/14.1_35708259-d1cc-4568-8084-b92cab49f392.jpg?v=1782583682,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/15_a692f805-a901-4331-afc3-1b684e44d1d1.jpg?v=1782583683,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/16_6ebb5c52-a562-4292-8ed4-badc11822d8a.jpg?v=1782583682,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/17_42787aa5-72cb-4a6c-9606-7d4636bb9f66.jpg?v=1782583683,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-rattan-basket-italy-1960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/18_7dd84a08-ca5e-4f94-b8fb-833942b51d76.jpg?v=1782583682,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-wooden-wall-mirror-india-mid-20th-century,"Vintage wooden wall mirror, India mid-20th century","<p>Vintage decorative wooden wall mirror. Made in India mid-20th century.</p>
<p>The vintage mirror is in good vintage condition.</p>
<p>Dimensions:<br>Width: 45 cm / 17.7 inches<br>Height: 76 cm / 30 inches<br>Depth: 4 cm / 1.57 inches</p>
<p>We offer a secure worldwide shipping. Each of our item is shipped in a personal custom-made wooden box.</p>
<p>If you have any questions, please contact us. We're always in touch! </p>",The Old Attic,Home & Garden > Decor > Mirrors > Wall Mirrors,Mirorrs,"1950s_Italian_Mirror, 1950s_style_design, Antique_mirror, Decorative_mirror, Italian_Wall_mirror, mid-century_mirror, Mid-century_modern, Vintage_home_decor, Vintage_mirror, Wall_Mirror_Italian, wooden_mirror, wooden_mirror_1970s",true,Title,Default Title,,,,,,,,,9000.0,shopify,1,deny,manual,250.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0984/5289/8133/files/3.1_5718285c-3806-4d93-a6d2-644c45d71a5d.jpg?v=1782472738,1,"",false,,,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-illuminated,,wood; glass,,,,vertical,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
vintage-wooden-wall-mirror-india-mid-20th-century,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/11_4.jpg?v=1782472738,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
